date,actual,n_train,Naive: last value,Naive: 3m avg,Naive: 12m avg,OLS,Ridge(1.0),Ridge(10),ElasticNetCV,"RF(300,d6)","GBM(200,d3)","XGB(300,d4)"
2024-11-01,134.0,167,33.0,65.66666666666667,114.08333333333333,210.1578991882356,190.3787054737388,174.621781786182,157.3914548392922,102.131725504701,72.77611739502657,80.794464
2024-12-01,237.0,168,134.0,107.33333333333333,114.66666666666667,154.48675915106742,192.19784176115806,167.45335214319792,154.07803844427582,130.84352813969642,219.9438531951771,155.829
2025-01-01,-48.0,169,237.0,134.66666666666666,121.58333333333333,132.28573964228605,163.54816203034449,183.20345678202537,186.53159845284665,144.33279262619786,128.52807695469244,131.00015
2025-02-01,42.0,170,-48.0,107.66666666666667,103.0,107.3925867797098,105.35540658872448,103.81278971296007,107.66198870445186,96.61288568121728,37.64768682029797,91.68372
2025-03-01,67.0,171,42.0,77.0,89.33333333333333,158.4929773430867,169.28090948526528,171.8741045506291,165.52182961340665,95.44238113706345,58.15142596923348,89.70499
2025-04-01,108.0,172,67.0,20.333333333333332,75.91666666666667,106.70066259033229,108.41032279374225,135.02567491487255,134.85367990143402,112.95819155976501,46.60633815776973,109.59545
2025-05-01,13.0,173,108.0,72.33333333333333,79.58333333333333,5.792874378716135,30.83121002287217,80.82937393345267,107.24425829539064,92.94860585761695,82.66937582499472,69.42436
2025-06-01,-20.0,174,13.0,62.666666666666664,74.16666666666667,75.76767624179442,125.67222979016735,135.04530964961359,131.83850095613371,89.13758758422158,289.36040946397736,164.08658
2025-07-01,64.0,175,-20.0,33.666666666666664,65.25,174.48285982468323,162.4726067758919,132.4759146631992,118.00287664579658,95.4652722894759,96.30181073970553,101.838554
2025-08-01,-70.0,176,64.0,19.0,66.16666666666667,191.46700599302332,197.25456187225797,186.29181154322086,172.53346099582404,68.02878352305396,39.349535175583156,73.80689
2025-09-01,76.0,177,-70.0,-8.666666666666666,59.583333333333336,38.10258065203695,71.20224279130551,87.61073107021096,98.35995345091557,21.96844958612886,12.409197529848868,32.082325
2025-10-01,-140.0,178,76.0,23.333333333333332,53.0,40.75848744025629,45.52121404864741,53.042653742329634,75.88936914231874,28.52768973712373,75.6852351715264,32.26294
2025-12-01,-17.0,179,-140.0,-44.666666666666664,38.583333333333336,33.03562331952938,29.969663763913047,55.038400081038105,82.42153169469194,14.043740935731218,-55.46258146151292,-17.554165
2026-01-01,160.0,180,-17.0,-27.0,26.0,99.59372470105129,54.001226009265366,62.15474167136938,74.07334152722248,36.77456739649165,37.78844174981803,91.37777
2026-02-01,-156.0,181,160.0,1.0,19.583333333333332,43.7271974529757,97.71435468243898,92.15417195110174,92.04008000518492,15.319085739774385,-13.034054113534001,-6.8104215
2026-03-01,214.0,182,-156.0,-4.333333333333333,10.583333333333334,126.2335491747309,126.82225697099256,89.93812848927531,87.62533272102095,66.5703004792023,106.79577127921893,53.414295
2026-04-01,148.0,183,214.0,72.66666666666667,24.916666666666668,141.7449851045859,184.58808844144576,163.55103474910558,123.82067232899983,70.58154620184128,-53.211167353928765,4.1124187
2026-05-01,129.0,184,148.0,68.66666666666667,31.666666666666668,89.77476034777997,110.6634498209793,97.49854419432782,102.72195577135975,121.00950894683781,79.4491658245163,81.45942
2026-06-01,57.0,185,129.0,163.66666666666666,33.416666666666664,1.4501376453497414,32.65357136252189,33.366123307897084,76.54881848511081,40.114527535233876,86.18618840857786,52.62772
