date,payems_yoy_lag1,usspriv_chg_lag1,manemp_chg_lag1,uscons_chg_lag1,ustrade_chg_lag1,usgovt_chg_lag1,unrate_lag1,unrate_chg_lag1,u6rate_lag1,civpart_lag1,ahetpi_yoy_lag1,awhaetp_lag1,adp_level_k,adp_chg_k,empire_emp,philly_emp,umcsent,jolts_openings,jolts_hires,jolts_seps,jolts_quits,jolts_layoffs,jolts_openings_fp,jolts_fp_surprise,indpro_lag1,indpro_yoy_lag1,rsxfs_lag1,rsxfs_yoy_lag1,houst_lag1,houst_yoy_lag1,permit_lag1,permit_yoy_lag1,icsa_monthly_mean,ccsa_monthly_mean,ic4w_monthly_mean,icsa_chg,ccsa_chg,icsa_ref_week,ccsa_ref_week,ism_mfg_emp,ism_serv_emp,ism_mfg_emp_chg,ism_serv_emp_chg,ism_composite_emp,yc_2s10s_m,y10_m,ffr_m,oil_m,vix_m,beie10_m,nfp_chg_lag1,nfp_chg_lag2,nfp_chg_lag3,nfp_chg_3m_avg,nfp_chg_6m_avg,nfp_chg_12m_avg,target_nfp_chg_k
1948-01-01,2.7709260241130407,77.0,14.0,29.0,3.100000000000364,20.0,,,,,,,,,,,,,,,,,,,14.2716,5.577913239036514,,,,,,,,,,,,,,,,,,,,,,,,,97.0,73.0,208.0,126.0,128.5,100.16666666666667,98.0
1948-02-01,2.627770759159298,79.0,10.0,49.0,8.699999999999818,19.0,3.4,,,58.6,,,,,,,,,,,,,,,14.3524,4.921340429264864,,,,,,,,,,,,,,,,,,,,,,,,,98.0,97.0,73.0,89.33333333333333,156.0,95.33333333333333,-146.0
1948-03-01,2.240742016208652,-137.0,-99.0,-74.0,-1.1000000000003638,-9.0,3.8,0.3999999999999999,,58.9,,,,,,,,,,,,,,,14.3793,4.5007267441860455,,,,,,,,,,,,,,,,,,,,,,,,,-146.0,98.0,97.0,16.333333333333332,95.5,81.33333333333333,150.0
1948-04-01,2.46749375100328,142.0,25.0,58.0,14.0,8.0,4.0,0.20000000000000018,,58.5,,,,,,,,,,,,,,,14.2177,2.7238506722925937,,,,,,,,,,,,,,,,,,,,,,,,,150.0,-146.0,98.0,34.0,80.0,89.66666666666667,-304.0
1948-05-01,2.0230350122991236,-324.0,-181.0,39.0,-33.599999999999454,20.0,3.9,-0.10000000000000009,,59.0,,,,,,,,,,,,,,,14.2447,3.726061312167772,,,,,,,,,,,,,,,,,,,,,,,,,-304.0,150.0,-146.0,-100.0,-5.333333333333333,73.33333333333333,417.0
1948-06-01,2.653650488106707,379.0,52.0,43.0,42.19999999999982,38.0,3.5,-0.3999999999999999,,58.3,,,,,,,,,,,,,,,14.487,5.078008834473313,,,,,,,,,,,,,,,,,,,,,,,,,417.0,-304.0,150.0,87.66666666666667,52.0,96.5,238.0
1948-07-01,2.7938826751883195,183.0,83.0,35.0,18.0,55.0,3.6,0.10000000000000009,,59.2,,,,,,,,,,,,,,,14.6755,6.445248750625598,,,,,,,,,,,,,,,,,,,,,,,,,238.0,417.0,-304.0,117.0,75.5,102.0,126.0
1948-08-01,3.2393754429280053,88.0,41.0,4.0,13.899999999999636,38.0,3.6,0.0,,59.3,,,,,,,,,,,,,,,14.6755,7.072763222214928,,,,,,,,,,,,,,,,,,,,,,,,,126.0,238.0,417.0,260.3333333333333,80.16666666666667,118.08333333333333,18.0
1948-09-01,2.770700636942669,1.0,-6.0,-15.0,1.300000000000182,17.0,3.9,0.2999999999999998,,58.9,,,,,,,,,,,,,,,14.6216,6.0542979204897485,,,,,,,,,,,,,,,,,,,,,,,,,18.0,126.0,238.0,127.33333333333333,107.5,101.5,116.0
1948-10-01,2.468158269800691,102.0,88.0,-5.0,-0.5,14.0,3.8,-0.10000000000000009,,58.9,,,,,,,,,,,,,,,14.5139,4.457127229283309,,,,,,,,,,,,,,,,,,,,,,,,,116.0,18.0,126.0,86.66666666666667,101.83333333333333,90.91666666666667,-49.0
1948-11-01,1.8779131296300378,-73.0,-51.0,-1.0,-0.1999999999998181,24.0,3.7,-0.09999999999999964,,58.7,,,,,,,,,,,,,,,14.6217,4.223334188692163,,,,,,,,,,,,,,,,,,,,,,,,,-49.0,116.0,18.0,28.333333333333332,144.33333333333334,69.5,-53.0
1948-12-01,1.5915834906932824,-93.0,-98.0,17.0,2.699999999999818,40.0,3.8,0.09999999999999964,,58.7,,,,,,,,,,,,,,,14.4332,1.5157163254253314,,,,,,,,,,,,,,,,,,,,,,,,,-53.0,-49.0,116.0,4.666666666666667,66.0,59.0,-160.0
1949-01-01,1.0116417307821646,-179.0,-206.0,26.0,5.400000000000546,19.0,4.0,0.20000000000000018,,59.1,,,,,,,,,,,,,,,14.2985,0.18848622438971674,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-53.0,-49.0,-87.33333333333333,-0.3333333333333333,37.583333333333336,-364.0
1949-02-01,-0.024620067593272843,-370.0,-219.0,-14.0,-17.600000000000364,6.0,4.3,0.2999999999999998,,58.7,,,,,,,,,,,,,,,14.1639,-1.313369192608893,,,,,,,,,,,,,,,,,,,,,,,,,-364.0,-160.0,-53.0,-192.33333333333334,-82.0,-0.9166666666666666,-171.0
1949-03-01,-0.08083892843508966,-170.0,-133.0,-17.0,1.199999999999818,-1.0,4.7,0.40000000000000036,,59.0,,,,,,,,,,,,,,,14.0292,-2.4347499530575245,,,,,,,,,,,,,,,,,,,,,,,,,-171.0,-364.0,-160.0,-231.66666666666666,-113.5,-3.0,-257.0
1949-04-01,-0.9914285074860696,-279.0,-153.0,-11.0,-10.599999999999454,22.0,5.0,0.2999999999999998,,58.9,,,,,,,,,,,,,,,13.76,-3.2192267385020124,,,,,,,,,,,,,,,,,,,,,,,,,-257.0,-171.0,-364.0,-264.0,-175.66666666666666,-36.916666666666664,-4.0
1949-05-01,-0.3222244755402337,-37.0,-142.0,-21.0,61.19999999999982,33.0,5.3,0.2999999999999998,,58.8,,,,,,,,,,,,,,,13.6792,-3.9698975759405286,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,-257.0,-171.0,-144.0,-168.16666666666666,-11.916666666666666,-252.0
1949-06-01,-1.8126618448075726,-266.0,-170.0,-11.0,-55.0,14.0,6.1,0.7999999999999998,,59.0,,,,,,,,,,,,,,,13.4907,-6.877200248498649,,,,,,,,,,,,,,,,,,,,,,,,,-252.0,-4.0,-257.0,-171.0,-201.33333333333334,-67.66666666666667,-245.0
1949-07-01,-2.8756050983701154,-239.0,-91.0,-35.0,-15.0,-6.0,6.2,0.10000000000000053,,58.6,,,,,,,,,,,,,,,13.4638,-8.256618173145714,,,,,,,,,,,,,,,,,,,,,,,,,-245.0,-252.0,-4.0,-167.0,-215.5,-107.91666666666667,-208.0
1949-08-01,-3.6071744906997383,-214.0,-111.0,5.0,-16.300000000000182,6.0,6.7,0.5,,58.9,,,,,,,,,,,,,,,13.4368,-8.44059827603829,,,,,,,,,,,,,,,,,,,,,,,,,-208.0,-245.0,-252.0,-235.0,-189.5,-135.75,93.0
1949-09-01,-3.439727300898665,70.0,91.0,6.0,-4.399999999999636,23.0,6.8,0.09999999999999964,,59.2,,,,,,,,,,,,,,,13.5715,-7.181840564644093,,,,,,,,,,,,,,,,,,,,,,,,,93.0,-208.0,-245.0,-120.0,-145.5,-129.5,156.0
1949-10-01,-3.3426060846911243,151.0,67.0,15.0,23.099999999999454,5.0,6.6,-0.20000000000000018,,59.1,,,,,,,,,,,,,,,13.7061,-5.56569908846003,,,,,,,,,,,,,,,,,,,,,,,,,156.0,93.0,-208.0,13.666666666666666,-76.66666666666667,-126.16666666666667,-838.0
1949-11-01,-5.090065200574645,-818.0,-334.0,-5.0,-20.800000000000182,-20.0,7.9,1.3000000000000007,,59.6,,,,,,,,,,,,,,,13.1945,-9.760834923435723,,,,,,,,,,,,,,,,,,,,,,,,,-838.0,156.0,93.0,-196.33333333333334,-215.66666666666666,-191.91666666666666,300.0
1949-12-01,-4.314922995220394,320.0,-9.0,11.0,-13.299999999999272,-20.0,6.4,-1.5,,59.4,,,,,,,,,,,,,,,13.5446,-6.156638860405161,,,,,,,,,,,,,,,,,,,,,,,,,300.0,-838.0,156.0,-127.33333333333333,-123.66666666666667,-162.5,280.0
1950-01-01,-3.353171078344286,278.0,180.0,-22.0,24.699999999999818,2.0,6.6,0.1999999999999993,,59.2,,,,,,,,,,,,,,,13.7869,-3.5779976920656154,,,,,,,,,,,,,,,,,,,,,,,,,280.0,300.0,-838.0,-86.0,-36.166666666666664,-125.83333333333333,4.0
1950-02-01,-2.5566401002955152,22.0,99.0,9.0,-13.300000000000182,-18.0,6.5,-0.09999999999999964,,58.9,,,,,,,,,,,,,,,14.0292,-0.9510092559252836,,,,,,,,,,,,,,,,,,,,,,,,,4.0,280.0,300.0,194.66666666666666,-0.8333333333333334,-95.16666666666667,-229.0
1950-03-01,-2.6968110209677043,-221.0,8.0,12.0,1.1000000000003638,-8.0,6.4,-0.09999999999999964,,58.9,,,,,,,,,,,,,,,14.0831,0.3841986713426282,,,,,,,,,,,,,,,,,,,,,,,,,-229.0,4.0,280.0,18.333333333333332,-54.5,-100.0,657.0
1950-04-01,-0.6464737793851705,505.0,121.0,13.0,15.0,152.0,6.3,-0.10000000000000053,,58.8,,,,,,,,,,,,,,,14.5409,5.675145348837218,,,,,,,,,,,,,,,,,,,,,,,,,657.0,-229.0,4.0,144.0,29.0,-23.833333333333332,428.0
1950-05-01,0.3300479247671628,412.0,181.0,52.0,19.199999999999818,16.0,5.8,-0.5,,59.2,,,,,,,,,,,,,,,15.0255,9.841949821626983,,,,,,,,,,,,,,,,,,,,,,,,,428.0,657.0,-229.0,285.3333333333333,240.0,12.166666666666666,336.0
1950-06-01,1.6687886504183291,387.0,309.0,52.0,14.699999999999818,-51.0,5.5,-0.2999999999999998,,59.1,,,,,,,,,,,,,,,15.3756,13.971847272565551,,,,,,,,,,,,,,,,,,,,,,,,,336.0,428.0,657.0,473.6666666666667,246.0,61.166666666666664,365.0
1950-07-01,3.0727725828208152,386.0,143.0,63.0,25.399999999999636,-21.0,5.4,-0.09999999999999964,,59.4,,,,,,,,,,,,,,,15.8334,17.599786093079217,,,,,,,,,,,,,,,,,,,,,,,,,365.0,336.0,428.0,376.3333333333333,260.1666666666667,112.0,371.0
1950-08-01,4.41754152213365,303.0,149.0,46.0,23.200000000000728,68.0,5.0,-0.40000000000000036,,59.1,,,,,,,,,,,,,,,16.345,21.643546082400555,,,,,,,,,,,,,,,,,,,,,,,,,371.0,365.0,336.0,357.3333333333333,321.3333333333333,160.25,738.0
1950-09-01,5.886667889235286,641.0,389.0,37.0,44.599999999999454,97.0,4.5,-0.5,,59.5,,,,,,,,,,,,,,,16.8566,24.20587260067053,,,,,,,,,,,,,,,,,,,,,,,,,738.0,371.0,365.0,491.3333333333333,482.5,214.0,246.0
1950-10-01,6.071265417999094,205.0,100.0,21.0,0.1000000000003638,41.0,4.4,-0.09999999999999964,,59.2,,,,,,,,,,,,,,,16.7489,22.20033415778375,,,,,,,,,,,,,,,,,,,,,,,,,246.0,738.0,371.0,451.6666666666667,414.0,221.5,268.0
1950-11-01,8.765311350193294,247.0,176.0,34.0,0.6999999999998181,21.0,4.2,-0.20000000000000018,,59.4,,,,,,,,,,,,,,,16.8566,27.754746295805077,,,,,,,,,,,,,,,,,,,,,,,,,268.0,246.0,738.0,417.3333333333333,387.3333333333333,313.6666666666667,70.0
1950-12-01,8.172609962536415,57.0,25.0,18.0,3.199999999999818,13.0,4.2,0.0,,59.3,,,,,,,,,,,,,,,16.8297,24.253946222110635,,,,,,,,,,,,,,,,,,,,,,,,,70.0,268.0,246.0,194.66666666666666,343.0,294.5,85.0
1951-01-01,7.671981986121956,33.0,20.0,-22.0,8.199999999999818,52.0,4.3,0.09999999999999964,,59.2,,,,,,,,,,,,,,,17.1259,24.218642334389905,,,,,,,,,,,,,,,,,,,,,,,,,85.0,70.0,268.0,141.0,296.3333333333333,278.25,427.0
1951-02-01,8.643109865367826,389.0,168.0,67.0,44.70000000000073,38.0,3.7,-0.5999999999999996,,59.1,,,,,,,,,,,,,,,17.1797,22.456733099535263,,,,,,,,,,,,,,,,,,,,,,,,,427.0,85.0,70.0,194.0,305.6666666666667,313.5,289.0
1951-03-01,9.885211446520547,259.0,126.0,19.0,25.799999999999272,30.0,3.4,-0.30000000000000027,,59.1,,,,,,,,,,,,,,,17.2875,22.7535130759563,,,,,,,,,,,,,,,,,,,,,,,,,289.0,427.0,85.0,267.0,230.83333333333334,356.6666666666667,296.0
1951-04-01,8.916139600491423,268.0,49.0,42.0,76.80000000000018,28.0,3.4,0.0,,59.8,,,,,,,,,,,,,,,17.3682,19.443775832307498,,,,,,,,,,,,,,,,,,,,,,,,,296.0,289.0,427.0,337.3333333333333,239.16666666666666,326.5833333333333,-12.0
1951-05-01,7.838763462665055,-53.0,41.0,26.0,-122.80000000000018,41.0,3.1,-0.2999999999999998,,59.1,,,,,,,,,,,,,,,17.3952,15.77118897873615,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,296.0,289.0,191.0,192.5,289.9166666666667,91.0
1951-06-01,7.231987119280836,125.0,-2.0,15.0,79.60000000000036,-34.0,3.0,-0.10000000000000009,,59.4,,,,,,,,,,,,,,,17.3413,12.784541741460487,,,,,,,,,,,,,,,,,,,,,,,,,91.0,-12.0,296.0,125.0,196.0,269.5,112.0
1951-07-01,6.6122485193975455,30.0,12.0,-19.0,11.0,82.0,3.2,0.20000000000000018,,59.0,,,,,,,,,,,,,,,17.2605,9.013225207472807,,,,,,,,,,,,,,,,,,,,,,,,,112.0,91.0,-12.0,63.666666666666664,200.5,248.41666666666666,-3.0
1951-08-01,5.7354688256259,-42.0,-66.0,0.0,4.5,39.0,3.1,-0.10000000000000009,,59.4,,,,,,,,,,,,,,,16.9913,3.9541144080758706,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,112.0,91.0,66.66666666666667,128.83333333333334,217.25,-49.0
1951-09-01,3.9400762036716275,-30.0,-49.0,-3.0,4.399999999999636,-19.0,3.1,0.0,,59.2,,,,,,,,,,,,,,,16.8297,-0.15958141024881023,,,,,,,,,,,,,,,,,,,,,,,,,-49.0,-3.0,112.0,20.0,72.5,151.66666666666666,-58.0
1951-10-01,3.2645678108445653,-91.0,-65.0,-15.0,-1.5,33.0,3.3,0.19999999999999973,,59.1,,,,,,,,,,,,,,,16.9374,1.125447044283523,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,-49.0,-3.0,-36.666666666666664,13.5,126.33333333333333,52.0
1951-11-01,2.783368303858169,27.0,-23.0,25.0,-0.0999999999994543,25.0,3.5,0.20000000000000018,,59.4,,,,,,,,,,,,,,,16.9105,0.31975605994090106,,,,,,,,,,,,,,,,,,,,,,,,,52.0,-58.0,-49.0,-18.333333333333332,24.166666666666668,108.33333333333333,141.0
1951-12-01,2.93099025141097,92.0,26.0,-39.0,20.0,49.0,3.5,0.0,,59.2,,,,,,,,,,,,,,,17.0451,1.2798802117685026,,,,,,,,,,,,,,,,,,,,,,,,,141.0,52.0,-58.0,45.0,32.5,114.25,167.0
1952-01-01,3.1006593969398866,105.0,46.0,36.0,4.899999999999636,62.0,3.1,-0.3999999999999999,,59.6,,,,,,,,,,,,,,,17.1528,0.15707203709001138,,,,,,,,,,,,,,,,,,,,,,,,,167.0,141.0,52.0,120.0,41.666666666666664,121.08333333333333,-18.0
1952-02-01,2.1316190153950254,81.0,22.0,-2.0,5.800000000000182,-99.0,3.2,0.10000000000000009,,59.5,,,,,,,,,,,,,,,17.3413,0.9406450636507024,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,167.0,141.0,96.66666666666667,39.166666666666664,84.0,226.0
1952-03-01,1.986253862160292,165.0,38.0,60.0,7.699999999999818,61.0,3.1,-0.10000000000000009,,59.5,,,,,,,,,,,,,,,17.449,0.9342010122921129,,,,,,,,,,,,,,,,,,,,,,,,,226.0,-18.0,167.0,125.0,85.0,78.75,-18.0
1952-04-01,1.3180707288033,-30.0,22.0,-63.0,-8.0,12.0,2.9,-0.20000000000000018,,58.9,,,,,,,,,,,,,,,17.5029,0.7755553252495773,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,226.0,-18.0,63.333333333333336,91.66666666666667,52.583333333333336,116.0
1952-05-01,1.5858423350953776,116.0,35.0,-3.0,38.100000000000364,0.0,2.9,0.0,,58.8,,,,,,,,,,,,,,,17.3413,-0.30985559234730786,,,,,,,,,,,,,,,,,,,,,,,,,116.0,-18.0,226.0,108.0,102.33333333333333,63.25,22.0
1952-06-01,1.4389389389389384,-10.0,-19.0,-1.0,6.699999999999818,32.0,3.0,0.10000000000000009,,59.1,,,,,,,,,,,,,,,17.1798,-0.9313027281691699,,,,,,,,,,,,,,,,,,,,,,,,,22.0,116.0,-18.0,40.0,82.5,57.5,-360.0
1952-07-01,0.45356191744341245,-378.0,-315.0,30.0,14.100000000000364,18.0,3.0,0.0,,59.1,,,,,,,,,,,,,,,17.0182,-1.40378320442629,,,,,,,,,,,,,,,,,,,,,,,,,-360.0,22.0,116.0,-74.0,-5.333333333333333,18.166666666666668,-139.0
1952-08-01,0.1706165081875044,-164.0,-121.0,-4.0,18.099999999999454,25.0,3.2,0.20000000000000018,,58.9,,,,,,,,,,,,,,,16.7489,-1.426612442838393,,,,,,,,,,,,,,,,,,,,,,,,,-139.0,-360.0,22.0,-159.0,-25.5,6.833333333333333,781.0
1952-09-01,1.8995251187203133,800.0,572.0,5.0,14.400000000000546,-19.0,3.4,0.19999999999999973,,58.7,,,,,,,,,,,,,,,17.826,5.919891620171502,,,,,,,,,,,,,,,,,,,,,,,,,781.0,-139.0,-360.0,94.0,67.0,76.0,396.0
1952-10-01,2.8485632064061406,380.0,274.0,5.0,26.599999999999454,16.0,3.1,-0.2999999999999998,,59.2,,,,,,,,,,,,,,,18.4723,9.062193725128997,,,,,,,,,,,,,,,,,,,,,,,,,396.0,781.0,-139.0,346.0,136.0,113.83333333333333,277.0
1952-11-01,3.314169062200567,195.0,137.0,-28.0,24.0,82.0,3.0,-0.10000000000000009,,58.7,,,,,,,86.2,,,,,,,,18.6608,10.350374027970787,,,,,,,,,,,,,,,,,,,,,,,,,277.0,396.0,781.0,484.6666666666667,162.83333333333334,132.58333333333334,219.0
1952-12-01,3.466467277296603,234.0,153.0,12.0,17.800000000000182,-15.0,2.8,-0.20000000000000018,,59.1,,,,,,,,,,,,,,,19.0378,11.690749834263215,,,,,,,,,,,,,,,,,,,,,,,,,219.0,277.0,396.0,297.3333333333333,195.66666666666666,139.08333333333334,350.0
1953-01-01,3.8332574409073894,216.0,130.0,7.0,15.399999999999636,134.0,2.7,-0.09999999999999964,,59.2,,,,,,,,,,,,,,,19.1455,11.617345273074942,,,,,,,,,,,,,,,,,,,,,,,,,350.0,219.0,277.0,282.0,314.0,154.33333333333334,-22.0
1953-02-01,3.826403842968351,119.0,94.0,14.0,1.7000000000007276,-141.0,2.9,0.19999999999999973,,59.5,,,,,,,90.7,,,,,,,,19.1993,10.714306309215571,,,,,,,,,,,,,,,,,,,,,,,,,-22.0,350.0,219.0,182.33333333333334,333.5,154.0,195.0
1953-03-01,3.7446931288899865,192.0,91.0,36.0,17.199999999999818,3.0,2.6,-0.2999999999999998,,59.5,,,,,,,,,,,,,,,19.307,10.648174680497435,,,,,,,,,,,,,,,,,,,,,,,,,195.0,-22.0,350.0,174.33333333333334,235.83333333333334,151.41666666666666,134.0
1953-04-01,4.059459013689604,147.0,112.0,-36.0,18.599999999999454,-13.0,2.6,0.0,,59.6,,,,,,,,,,,,,,,19.4686,11.23071033942946,,,,,,,,,,,,,,,,,,,,,,,,,134.0,195.0,-22.0,102.33333333333333,192.16666666666666,164.08333333333334,-38.0
1953-05-01,3.7330316742081537,-24.0,23.0,-21.0,-59.29999999999927,-14.0,2.7,0.10000000000000009,,59.1,,,,,,,,,,,,,,,19.5494,12.733186093314796,,,,,,,,,,,,,,,,,,,,,,,,,-38.0,134.0,195.0,97.0,139.66666666666666,151.25,55.0
1953-06-01,3.7991858887381325,108.0,48.0,-23.0,61.79999999999927,-53.0,2.5,-0.20000000000000018,,58.6,,,,,,,,,,,,,,,19.6571,14.4198419073563,,,,,,,,,,,,,,,,,,,,,,,,,55.0,-38.0,134.0,50.333333333333336,112.33333333333333,154.0,29.0
1953-07-01,4.63319663642765,12.0,2.0,-21.0,6.0,17.0,2.5,0.0,,58.9,,,,,,,,,,,,,,,19.5763,15.031554453467466,,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-38.0,15.333333333333334,58.833333333333336,186.41666666666666,17.0
1953-08-01,4.970608395820775,28.0,10.0,-6.0,-0.7999999999992724,-11.0,2.6,0.10000000000000009,,58.9,,,,,,,80.8,,,,,,,,19.8187,18.328367833111425,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,55.0,33.666666666666664,65.33333333333333,199.41666666666666,-47.0
1953-09-01,3.1988390156160618,-78.0,-75.0,0.0,4.099999999999454,31.0,2.7,0.10000000000000009,,58.6,,,,,,,,,,,,,,,19.7109,10.573880848199257,,,,,,,,,,,,,,,,,,,,,,,,,-47.0,17.0,29.0,-0.3333333333333333,25.0,130.41666666666666,-121.0
1953-10-01,2.124898621248983,-116.0,-127.0,23.0,-5.099999999999454,-5.0,2.9,0.19999999999999973,,58.5,,,,,,,,,,,,,,,19.307,4.518657665802306,,,,,,,,,,,,,,,,,,,,,,,,,-121.0,-47.0,17.0,-50.333333333333336,-17.5,87.33333333333333,-128.0
1953-11-01,1.2964493820190715,-143.0,-170.0,27.0,16.299999999999272,15.0,3.1,0.20000000000000018,,58.5,,,,,,,80.7,,,,,,,,19.1455,2.5974234759495785,,,,,,,,,,,,,,,,,,,,,,,,,-128.0,-121.0,-47.0,-98.66666666666667,-32.5,53.583333333333336,-332.0
1953-12-01,0.18467962100530144,-317.0,-253.0,-6.0,-15.0,-15.0,3.5,0.3999999999999999,,58.6,,,,,,,,,,,,,,,18.6877,-1.8389729905766483,,,,,,,,,,,,,,,,,,,,,,,,,-332.0,-128.0,-121.0,-193.66666666666666,-97.0,7.666666666666667,-205.0
1954-01-01,-0.9229358529681431,-199.0,-147.0,12.0,-15.299999999999272,-6.0,4.5,1.0,,58.3,,,,,,,,,,,,,,,18.2299,-4.78232482828862,,,,,,,,,,,,,,,,,,,,,,,,,-205.0,-332.0,-128.0,-221.66666666666666,-136.0,-38.583333333333336,-234.0
1954-02-01,-1.3461231652839856,-251.0,-141.0,-62.0,0.3999999999996362,17.0,4.9,0.40000000000000036,,58.6,,,,,,,82.0,,,,,,,,18.0953,-5.7502096430599,,,,,,,,,,,,,,,,,,,,,,,,,-234.0,-205.0,-332.0,-257.0,-177.83333333333334,-56.25,-87.0
1954-03-01,-1.901110471006573,-110.0,-133.0,58.0,-3.800000000000182,23.0,5.2,0.2999999999999998,,59.3,,,,,,,,,,,,,,,18.1492,-5.996788729476343,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-234.0,-205.0,-175.33333333333334,-184.5,-79.75,-225.0
1954-04-01,-2.607334614546386,-238.0,-110.0,-6.0,-33.599999999999454,13.0,5.7,0.5,,59.1,,,,,,,,,,,,,,,18.0414,-7.330778792517179,,,,,,,,,,,,,,,,,,,,,,,,,-225.0,-87.0,-234.0,-182.0,-201.83333333333334,-109.66666666666667,22.0
1954-05-01,-2.490334093387525,12.0,-132.0,-2.0,48.899999999999636,10.0,5.9,0.20000000000000018,,59.2,,,,,,,82.9,,,,,,,,17.9337,-8.264703776074956,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-225.0,-87.0,-96.66666666666667,-176.83333333333334,-104.66666666666667,-214.0
1954-06-01,-3.0204000792236063,-237.0,-91.0,-21.0,-28.899999999999636,23.0,5.9,0.0,,58.9,,,,,,,,,,,,,,,18.0414,-8.219421990018871,,,,,,,,,,,,,,,,,,,,,,,,,-214.0,22.0,-225.0,-139.0,-157.16666666666666,-127.08333333333333,-70.0
1954-07-01,-3.21463211860884,-87.0,-64.0,-11.0,-8.600000000000364,17.0,5.6,-0.3000000000000007,,58.5,,,,,,,,,,,,,,,18.0953,-7.565270250251565,,,,,,,,,,,,,,,,,,,,,0.8,,,,-70.0,-214.0,22.0,-87.33333333333333,-134.66666666666666,-135.33333333333334,-60.0
1954-08-01,-3.3659173658382113,-82.0,-111.0,-5.0,8.899999999999636,22.0,5.8,0.20000000000000018,,58.4,,,,,,,,,,,,,,,18.1222,-8.560097281860068,,,,,,,,,,,,,,,,,,,,,1.22,,,,-60.0,-70.0,-214.0,-114.66666666666667,-105.66666666666667,-141.75,-9.0
1954-09-01,-3.293786765434059,-33.0,-27.0,2.0,0.1000000000003638,24.0,6.0,0.20000000000000018,,58.7,,,,,,,,,,,,,,,18.0953,-8.196480120136563,,,,,,,,,,,,,,,,,,,,,1.07,,,,-9.0,-60.0,-70.0,-46.333333333333336,-92.66666666666667,-138.58333333333334,60.0
1954-10-01,-2.9423443456162657,58.0,33.0,-5.0,-2.699999999999818,2.0,6.1,0.09999999999999964,,59.2,,,,,,,,,,,,,,,18.1222,-6.1366343813124775,,,,,,,,,,,,,,,,,,,,,0.85,,,,60.0,-9.0,-60.0,-3.0,-45.166666666666664,-123.5,56.0
1954-11-01,-2.5835987261146443,50.0,36.0,16.0,0.8999999999996362,6.0,5.7,-0.39999999999999947,,58.8,,,,,,,87.0,,,,,,,,18.3377,-4.219268235355544,,,,,,,,,,,,,,,,,,,,,0.83,,,,56.0,60.0,-9.0,35.666666666666664,-39.5,-108.16666666666667,238.0
1954-12-01,-1.4586839785204808,174.0,72.0,43.0,10.5,64.0,5.3,-0.40000000000000036,,58.6,,,,,,,,,,,,,,,18.6338,-0.2884250068226679,,,,,,,,,,,,,,,,,,,,,1.28,,,,238.0,56.0,60.0,118.0,35.833333333333336,-60.666666666666664,151.0
1955-01-01,-0.7484457678610945,158.0,54.0,16.0,25.0,-7.0,5.0,-0.2999999999999998,,58.1,,,,,,,,,,,,,,,18.8762,3.545274521527819,,,,,,,,,,,,,,,,,,,,,1.39,,,,151.0,238.0,56.0,148.33333333333334,72.66666666666667,-31.0,165.0
1955-02-01,0.054579635731477616,169.0,67.0,33.0,13.0,-4.0,4.9,-0.09999999999999964,,58.6,,,,,,,95.9,,,,,,,,19.307,6.6962139340049465,,,,,,,,,,,,,,,,,,,,,1.29,,,,165.0,151.0,238.0,184.66666666666666,110.16666666666667,2.25,148.0
1955-03-01,0.5305576930865419,178.0,104.0,10.0,9.5,-30.0,4.7,-0.20000000000000018,,58.4,,,,,,,,,,,,,,,19.5494,7.714940603442555,,,,,,,,,,,,,,,,,,,,,1.35,,,,148.0,165.0,151.0,154.66666666666666,136.33333333333334,21.833333333333332,318.0
1955-04-01,1.6376101063938053,303.0,120.0,56.0,32.5,15.0,4.6,-0.10000000000000053,,58.5,,,,,,,,,,,,,,,20.0071,10.89549591495118,,,,,,,,,,,,,,,,,,,,,1.43,,,,318.0,148.0,165.0,210.33333333333334,179.33333333333334,67.08333333333333,286.0
1955-05-01,2.173692023017959,265.0,117.0,36.0,17.100000000000364,21.0,4.7,0.10000000000000053,,59.0,,,,,,,99.1,,,,,,,,20.2495,12.913118876751595,,,,,,,,,,,,,,,,,,,,,1.43,,,,286.0,318.0,148.0,250.66666666666666,217.66666666666666,89.08333333333333,264.0
1955-06-01,3.1593995711222345,232.0,118.0,32.0,24.099999999999454,32.0,4.3,-0.40000000000000036,,58.8,,,,,,,,,,,,,,,20.5726,14.029953329564226,,,,,,,,,,,,,,,,,,,,,1.64,,,,264.0,286.0,318.0,289.3333333333333,222.0,128.91666666666666,278.0
